レース情報,馬番,馬名,騎手名,基準オッズ,基準人気順位,ラップ適性,ラップキャラ,展開順位,展開ゴール差,先行力,追走力,持久力,持続力,瞬発力,ＳＴ指数,仕上指数,合計値,合計値順位,,先行力順位,追走力順位,持久力順位,持続力順位,瞬発力順位,ＳＴ指数順位,仕上指数順位,着,人,単勝
東京5R　２歳新馬２歳(馬齢)　芝2000ｍ　12:35発走,15,ブラックワンダー,大野拓,37.9,11,,,7,28,48,46,44,46,48,18,39,-23,8,,8.0,9.0,10.0,8.0,8.0,8.0,6.0,8,8,120.2
東京5R　２歳新馬２歳(馬齢)　芝2000ｍ　12:35発走,16,リーヴル,戸崎圭,14.6,6,,,6,28,47,47,47,48,49,22,39,-19,7,,11.0,7.0,8.0,7.0,7.0,7.0,6.0,13,7,82.0
東京5R　２歳新馬２歳(馬齢)　芝2000ｍ　12:35発走,17,ホウオウエーデル,江田照,41.8,12,,,15,35,50,45,42,43,45,15,34,-31,14,,7.0,10.0,14.0,13.0,11.0,15.0,14.0,7,11,201.4
東京5R　２歳新馬２歳(馬齢)　芝2000ｍ　12:35発走,18,ショウナンタイヨウ,田辺裕,12.9,5,,,8,29,59,62,63,57,52,33,54,7,2,,4.0,3.0,3.0,5.0,5.0,4.0,1.0,9,6,47.7
東京6R　３歳上500万下３歳上(定量)　ダ2100ｍ　13:05発走,01,カグヤヒメ,武士沢,9.0,4,超低速底力,カスリ,8,32,36,49,62,59,49,61,55,6,2,,9.0,7.0,1.0,3.0,5.0,2.0,3.0,7,3,9.4
東京6R　３歳上500万下３歳上(定量)　ダ2100ｍ　13:05発走,02,トモジャヴァリ,武　豊,11.5,7,超低速バランス,カスリ,5,7,59,59,52,44,37,55,53,-2,4,,3.0,3.0,6.0,7.0,9.0,3.0,7.0,4,5,10.5
東京6R　３歳上500万下３歳上(定量)　ダ2100ｍ　13:05発走,03,ヨクエロマンボ,松岡正,9.1,5,低速スタミナ,,9,40,39,29,36,47,65,51,55,-4,5,,8.0,9.0,9.0,6.0,2.0,6.0,3.0,3,4,10.4
東京6R　３歳上500万下３歳上(定量)　ダ2100ｍ　13:05発走,04,ジャコバイティズム,北村宏,18.3,8,超低速底力,カスリ,6,21,45,55,61,55,43,41,55,-14,8,,5.0,4.0,3.0,4.0,7.0,9.0,3.0,5,7,55.0
東京6R　３歳上500万下３歳上(定量)　ダ2100ｍ　13:05発走,05,ロジティナ,横山典,2.5,1,低速瞬発,,4,7,70,65,49,43,39,54,58,2,3,,1.0,1.0,7.0,8.0,8.0,4.0,2.0,2,1,1.9
東京6R　３歳上500万下３歳上(定量)　ダ2100ｍ　13:05発走,07,ロングランメーカー,ルメー,6.3,3,超低速底力,カスリ,2,4,62,51,39,39,47,50,55,-5,6,,2.0,5.0,8.0,9.0,6.0,7.0,3.0,取消,,---
東京6R　３歳上500万下３歳上(定量)　ダ2100ｍ　13:05発走,08,コスモカンナム,内田博,20.5,9,超低速持続,ピッタリ,7,30,44,47,53,53,51,49,40,-21,10,,6.0,8.0,5.0,5.0,3.0,8.0,9.0,8,8,138.9
東京6R　３歳上500万下３歳上(定量)　ダ2100ｍ　13:05発走,09,アカリダイヤモンド,田辺裕,11.1,6,超低速底力,カスリ,3,4,54,63,62,61,51,54,47,-9,7,,4.0,2.0,1.0,2.0,3.0,4.0,8.0,6,6,14.9
東京6R　３歳上500万下３歳上(定量)　ダ2100ｍ　13:05発走,10,フォースライン,北村友,3.3,2,超低速底力,カスリ,1,0,41,50,59,71,73,63,61,14,1,,7.0,6.0,4.0,1.0,1.0,1.0,1.0,1,2,2.8
東京7R　３歳上500万下３歳上(定量)　ダ1600ｍ　13:35発走,01,デザートトリップ,的場勇,13.2,7,中速スタミナ,カスリ,4,12,53,49,45,54,62,56,55,1,3,,5.0,7.0,8.0,4.0,1.0,3.0,1.0,4,4,12.2
東京7R　３歳上500万下３歳上(定量)　ダ1600ｍ　13:35発走,02,サンヘレナ,松岡正,13.4,8,低速持続,,7,15,27,43,72,70,62,57,54,1,2,,11.0,8.0,1.0,1.0,1.0,2.0,5.0,6,7,18.9
東京7R　３歳上500万下３歳上(定量)　ダ1600ｍ　13:35発走,03,ミスタープリサイス,武藤雅,6.2,2,低速スタミナ,,8,22,56,54,46,44,45,48,55,-7,8,,3.0,5.0,6.0,7.0,7.0,8.0,1.0,10,6,13.8
東京7R　３歳上500万下３歳上(定量)　ダ1600ｍ　13:35発走,04,マサキノテソーロ,大野拓,7.9,4,超低速底力,,9,31,54,52,47,36,29,44,54,-12,10,,4.0,6.0,4.0,11.0,11.0,10.0,5.0,1,2,6.3
東京7R　３歳上500万下３歳上(定量)　ダ1600ｍ　13:35発走,05,スターオンザヒル,武士沢,56.2,11,低速底力,カスリ,6,14,47,65,67,62,53,45,49,-16,11,,8.0,1.0,2.0,2.0,6.0,9.0,11.0,5,11,195.3
東京7R　３歳上500万下３歳上(定量)　ダ1600ｍ　13:35発走,06,アースビヨンド,北村友,6.4,3,中速バランス,,10,33,42,37,47,44,43,52,54,-4,5,,10.0,9.0,4.0,7.0,8.0,5.0,5.0,8,3,6.3
東京7R　３歳上500万下３歳上(定量)　ダ1600ｍ　13:35発走,07,ジェイケイマッチョ,蛯名正,14.2,9,低速底力,カスリ,11,36,48,37,41,40,42,44,54,-12,9,,7.0,9.0,10.0,9.0,10.0,10.0,5.0,11,10,41.7
東京7R　３歳上500万下３歳上(定量)　ダ1600ｍ　13:35発走,08,ハイアーグラウンド,内田博,9.4,5,低速底力,カスリ,1,0,53,60,55,58,58,53,54,-3,4,,5.0,3.0,3.0,3.0,4.0,4.0,5.0,9,5,12.5
東京7R　３歳上500万下３歳上(定量)　ダ1600ｍ　13:35発走,09,ゴールドパッション,北村宏,19.8,10,超低速スタミナ,,2,6,59,57,46,50,54,51,55,-4,6,,2.0,4.0,6.0,6.0,5.0,6.0,1.0,7,8,25.9
東京7R　３歳上500万下３歳上(定量)　ダ1600ｍ　13:35発走,10,ユイノチョッパー,モレイ,2.4,1,超低速スタミナ,,3,8,67,61,39,39,43,58,55,3,1,,1.0,2.0,11.0,10.0,8.0,1.0,1.0,2,1,1.8
東京7R　３歳上500万下３歳上(定量)　ダ1600ｍ　13:35発走,11,マクルーバ,戸崎圭,10.8,6,低速底力,カスリ,5,13,44,36,45,53,60,50,54,-6,7,,9.0,11.0,8.0,5.0,3.0,7.0,5.0,3,9,31.0
東京8R　３歳上1000万下３歳上(定量)　芝2400ｍ　14:05発走,01,スーパーフェザー,Ｍデム,2.0,1,低速瞬発,,2,10,38,38,45,60,70,75,59,16,2,,6.0,5.0,4.0,2.0,1.0,1.0,3.0,2,1,1.6
東京8R　３歳上1000万下３歳上(定量)　芝2400ｍ　14:05発走,02,ウラヌスチャーム,戸崎圭,2.6,2,中速瞬発,カスリ,3,13,58,49,41,40,51,63,74,19,1,,2.0,4.0,5.0,5.0,3.0,4.0,1.0,1,2,2.7
東京8R　３歳上1000万下３歳上(定量)　芝2400ｍ　14:05発走,03,チャロネグロ,モレイ,3.3,3,中速バランス,ピッタリ,1,0,66,62,51,48,45,64,62,8,4,,1.0,1.0,3.0,4.0,4.0,3.0,2.0,3,3,4.5
東京8R　３歳上1000万下３歳上(定量)　芝2400ｍ　14:05発走,04,ミルトプレスト,大野拓,16.5,5,低速瞬発,,5,20,53,56,56,50,40,68,58,8,3,,3.0,3.0,2.0,3.0,6.0,2.0,4.0,6,4,34.1
東京8R　３歳上1000万下３歳上(定量)　芝2400ｍ　14:05発走,05,コスモピクシス,松岡正,30.6,6,低速バランス,カスリ,6,33,41,36,39,38,52,62,54,-2,5,,5.0,6.0,6.0,6.0,2.0,5.0,6.0,5,6,155.5
東京8R　３歳上1000万下３歳上(定量)　芝2400ｍ　14:05発走,06,クロノスタシス,石川裕,13.9,4,低速持続,,4,18,44,58,68,65,42,50,58,-10,6,,4.0,2.0,1.0,1.0,5.0,6.0,4.0,4,5,37.6
東京9R　アイビーステークス２歳(別定)　芝1800ｍ　14:35発走,01,クロノジェネシス,北村友,7.3,5,中速瞬発,ピッタリ,6,19,51,51,50,59,56,47,51,-4,5,,5.0,6.0,4.0,2.0,3.0,5.0,3.0,1,3,6.5
東京9R　アイビーステークス２歳(別定)　芝1800ｍ　14:35発走,02,ハクサンタイヨウ,松岡正,40.6,10,低速瞬発,カスリ,8,26,26,28,40,45,55,44,50,-8,6,,10.0,10.0,9.0,8.0,4.0,7.0,6.0,9,10,238.6
東京9R　アイビーステークス２歳(別定)　芝1800ｍ　14:35発走,03,エメラルファイト,石川裕,6.2,4,中速瞬発,ピッタリ,4,7,63,67,68,67,45,48,55,1,3,,1.0,1.0,1.0,1.0,8.0,4.0,1.0,3,5,8.0
東京9R　アイビーステークス２歳(別定)　芝1800ｍ　14:35発走,04,トーラスジェミニ,田辺裕,21.8,9,中速瞬発,ピッタリ,10,27,50,57,66,38,28,41,49,-12,9,,6.0,2.0,2.0,9.0,10.0,9.0,8.0,4,8,104.1
東京9R　アイビーステークス２歳(別定)　芝1800ｍ　14:35発走,05,セントウル,武　豊,17.3,7,低速バランス,,7,21,58,54,46,30,40,38,50,-14,10,,2.0,4.0,7.0,10.0,9.0,10.0,6.0,6,6,56.7
東京9R　アイビーステークス２歳(別定)　芝1800ｍ　14:35発走,06,ハヤヤッコ,ルメー,6.1,3,中速瞬発,ピッタリ,1,0,46,46,48,49,51,55,51,4,1,,8.0,7.0,6.0,7.0,5.0,1.0,3.0,8,4,7.7
東京9R　アイビーステークス２歳(別定)　芝1800ｍ　14:35発走,07,コスモカレンドゥラ,戸崎圭,13.0,6,中速バランス,カスリ,5,8,58,57,53,54,51,46,46,-10,7,,2.0,2.0,3.0,4.0,5.0,6.0,10.0,2,7,62.6
東京9R　アイビーステークス２歳(別定)　芝1800ｍ　14:35発走,08,カウディーリョ,モレイ,4.2,2,低速瞬発,カスリ,2,1,48,42,35,51,65,50,51,-1,4,,7.0,9.0,10.0,5.0,1.0,3.0,3.0,7,2,6.3
東京9R　アイビーステークス２歳(別定)　芝1800ｍ　14:35発走,09,トーセンカンビーナ,Ｍデム,2.5,1,中速瞬発,ピッタリ,3,3,58,53,43,56,60,52,52,2,2,,2.0,5.0,8.0,3.0,2.0,2.0,2.0,5,1,1.7
東京9R　アイビーステークス２歳(別定)　芝1800ｍ　14:35発走,10,サルウェーテ,蛯名正,17.8,8,低速瞬発,カスリ,9,27,43,45,50,50,50,43,48,-11,8,,9.0,8.0,4.0,6.0,7.0,8.0,9.0,10,9,118.1
東京10R　秋嶺ステークス３歳上(ハンデ)　ダ1600ｍ　15:10発走,01,メガオパールカフェ,田中勝,65.3,14,中速底力,ピッタリ,12,30,30,43,63,63,55,51,62,-21,15,,16.0,12.0,3.0,2.0,6.0,16.0,12.0,8,15,224.3
東京10R　秋嶺ステークス３歳上(ハンデ)　ダ1600ｍ　15:10発走,02,ディーズプラネット,松岡正,70.7,15,中速スタミナ,カスリ,15,32,45,38,43,47,54,61,66,-7,9,,11.0,15.0,11.0,9.0,7.0,12.0,7.0,16,13,172.1
東京10R　秋嶺ステークス３歳上(ハンデ)　ダ1600ｍ　15:10発走,03,クレマンダルザス,北村友,56.6,12,低速底力,カスリ,8,22,37,40,53,59,60,68,59,-7,8,,15.0,13.0,6.0,5.0,2.0,4.0,14.0,2,12,112.6
東京10R　秋嶺ステークス３歳上(ハンデ)　ダ1600ｍ　15:10発走,04,リアンヴェリテ,蛯名正,17.0,8,低速底力,カスリ,16,33,59,50,41,31,31,71,66,3,4,,4.0,8.0,13.0,16.0,15.0,3.0,7.0,9,10,52.5
東京10R　秋嶺ステークス３歳上(ハンデ)　ダ1600ｍ　15:10発走,05,レッドオルバース,内田博,14.2,5,中速スタミナ,カスリ,11,29,60,54,44,32,30,62,77,5,3,,3.0,6.0,9.0,15.0,16.0,10.0,1.0,12,5,25.5
東京10R　秋嶺ステークス３歳上(ハンデ)　ダ1600ｍ　15:10発走,06,ワンダーサジェス,戸崎圭,17.1,9,中速スタミナ,カスリ,14,31,48,39,41,43,48,65,59,-10,12,,8.0,14.0,13.0,13.0,10.0,8.0,14.0,10,9,40.3
東京10R　秋嶺ステークス３歳上(ハンデ)　ダ1600ｍ　15:10発走,07,ヴァローア,福永祐,17.4,10,低速底力,カスリ,7,17,43,61,68,66,56,62,49,-23,16,,13.0,3.0,2.0,1.0,5.0,10.0,16.0,5,8,33.8
